0,1,2,3	V	CV
0,1,3,2	V	CV
0,1,3,2	V	VC
1,2,3,0	V	CV
0,1,2,3	CVC	CV
0,1,3,2	CVC	CV
0,2,3,1	CVC	CV
0,1,2,3	VC	V
0,1,2,3	VC	CV
0,1,2,3	VC	CVC
0,1,3,2	VC	V
0,1,3,2	VC	CV
0,2,3,1	VC	V
0,2,3,1	VC	CV
0,2,3,1	VC	CVC
1,2,3,0	VC	V
1,2,3,0	VC	CV
1,2,3,0	VC	CVC
1,3,2,0	VC	V
1,3,2,0	VC	CV
1,3,2,0	VC	CVC
2,3,1,0	VC	V
2,3,1,0	VC	CV
2,3,1,0	VC	CVC
